Category ID,Category Path,Standard Fee Rate,Basic Fee Rate,Premium Fee Rate,Anchor Fee Rate
117400,Crafts > Multi-Purpose Craft Supplies > Crafting Pieces > Tin & Metal Pieces,10%,9.15%,9.15%,9.15%
183170,Crafts > Multi-Purpose Craft Supplies > Crafting Pieces > Wiggle Eyes,10%,9.15%,9.15%,9.15%
71177,Crafts > Multi-Purpose Craft Supplies > Crafting Pieces > Wine Corks,10%,9.15%,9.15%,9.15%
71178,Crafts > Multi-Purpose Craft Supplies > Crafting Pieces > Wooden Pieces,10%,9.15%,9.15%,9.15%
160705,Crafts > Multi-Purpose Craft Supplies > Crafting Pieces > Other Craft Pieces,10%,9.15%,9.15%,9.15%
71176,Crafts > Multi-Purpose Craft Supplies > Crafting Tools > Badge/ Button Makers,10%,9.15%,9.15%,9.15%
183172,Crafts > Multi-Purpose Craft Supplies > Crafting Tools > Bone Folders,10%,9.15%,9.15%,9.15%
122718,Crafts > Multi-Purpose Craft Supplies > Crafting Tools > Craft Tweezers,10%,9.15%,9.15%,9.15%
83982,Crafts > Multi-Purpose Craft Supplies > Crafting Tools > Cutting Tools > Craft Knives & Blades,10%,9.15%,9.15%,9.15%
183174,Crafts > Multi-Purpose Craft Supplies > Crafting Tools > Cutting Tools > Cutters & Trimmers,10%,9.15%,9.15%,9.15%
183175,Crafts > Multi-Purpose Craft Supplies > Crafting Tools > Cutting Tools > Cutting Mats,10%,9.15%,9.15%,9.15%
183176,Crafts > Multi-Purpose Craft Supplies > Crafting Tools > Cutting Tools > Paper Punches,10%,9.15%,9.15%,9.15%
183177,Crafts > Multi-Purpose Craft Supplies > Crafting Tools > Cutting Tools > Scissors & Paper Edgers,10%,9.15%,9.15%,9.15%
83987,Crafts > Multi-Purpose Craft Supplies > Crafting Tools > Cutting Tools > Sets,10%,9.15%,9.15%,9.15%
183178,Crafts > Multi-Purpose Craft Supplies > Crafting Tools > Cutting Tools > Other Cutting Tools,10%,9.15%,9.15%,9.15%
134628,Crafts > Multi-Purpose Craft Supplies > Crafting Tools > Eyelet Setters,10%,9.15%,9.15%,9.15%
183179,Crafts > Multi-Purpose Craft Supplies > Crafting Tools > Other Crafting Tools,10%,9.15%,9.15%,9.15%
146402,Crafts > Multi-Purpose Craft Supplies > Organization & Storage > Craft & Paper Racks,10%,9.15%,9.15%,9.15%
146400,Crafts > Multi-Purpose Craft Supplies > Organization & Storage > Craft Carts,10%,9.15%,9.15%,9.15%
183188,Crafts > Multi-Purpose Craft Supplies > Organization & Storage > Craft Totes,10%,9.15%,9.15%,9.15%
146399,Crafts > Multi-Purpose Craft Supplies > Organization & Storage > Photo Organizers,10%,9.15%,9.15%,9.15%
183186,Crafts > Multi-Purpose Craft Supplies > Organization & Storage > Plastic Satchel Organizers,10%,9.15%,9.15%,9.15%
183187,Crafts > Multi-Purpose Craft Supplies > Organization & Storage > Other Craft Storage,10%,9.15%,9.15%,9.15%
183185,Crafts > Multi-Purpose Craft Supplies > Stencils & Templates,10%,9.15%,9.15%,9.15%
75564,Crafts > Multi-Purpose Craft Supplies > Other Multi-Purpose Crafting,10%,9.15%,9.15%,9.15%
28140,Crafts > Needlecrafts & Yarn > Crocheting & Knitting > Crochet Hooks,10%,9.15%,9.15%,9.15%
108867,Crafts > Needlecrafts & Yarn > Crocheting & Knitting > Crochet Kits,10%,9.15%,9.15%,9.15%
83906,Crafts > Needlecrafts & Yarn > Crocheting & Knitting > Crochet Thread,10%,9.15%,9.15%,9.15%
113343,Crafts > Needlecrafts & Yarn > Crocheting & Knitting > Knitting Boards & Looms,10%,9.15%,9.15%,9.15%
108868,Crafts > Needlecrafts & Yarn > Crocheting & Knitting > Knitting Kits,10%,9.15%,9.15%,9.15%
71215,Crafts > Needlecrafts & Yarn > Crocheting & Knitting > Knitting Needles,10%,9.15%,9.15%,9.15%
28146,Crafts > Needlecrafts & Yarn > Crocheting & Knitting > Machine Knitting > Knitting Machines,10%,9.15%,9.15%,9.15%
146375,Crafts > Needlecrafts & Yarn > Crocheting & Knitting > Machine Knitting > Machine Knitting Patterns,10%,9.15%,9.15%,9.15%
146378,Crafts > Needlecrafts & Yarn > Crocheting & Knitting > Machine Knitting > Machine Knitting Yarn,10%,9.15%,9.15%,9.15%
146376,Crafts > Needlecrafts & Yarn > Crocheting & Knitting > Machine Knitting > Machine Parts & Needles,10%,9.15%,9.15%,9.15%
146377,Crafts > Needlecrafts & Yarn > Crocheting & Knitting > Machine Knitting > Other Machine Knitting,10%,9.15%,9.15%,9.15%
160708,Crafts > Needlecrafts & Yarn > Crocheting & Knitting > Notions & Tools,10%,9.15%,9.15%,9.15%
41228,Crafts > Needlecrafts & Yarn > Crocheting & Knitting > Patterns-Contemporary,10%,9.15%,9.15%,9.15%
150135,Crafts > Needlecrafts & Yarn > Crocheting & Knitting > Patterns-Vintage,10%,9.15%,9.15%,9.15%
83927,Crafts > Needlecrafts & Yarn > Crocheting & Knitting > Totes & Cases,10%,9.15%,9.15%,9.15%
954,Crafts > Needlecrafts & Yarn > Crocheting & Knitting > Other Crocheting & Knitting,10%,9.15%,9.15%,9.15%
71196,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Embroidery Machines,10%,9.15%,9.15%,9.15%
41383,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Embroidery Machine Supplies > Design Cards & CDs,10%,9.15%,9.15%,9.15%
71197,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Embroidery Machine Supplies > Digitizing Software,10%,9.15%,9.15%,9.15%
134586,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Embroidery Machine Supplies > Embroidery Machine Needles,10%,9.15%,9.15%,9.15%
183194,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Embroidery Machine Supplies > Embroidery Machine Parts,10%,9.15%,9.15%,9.15%
146356,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Embroidery Machine Supplies > Embroidery Machine Patterns,10%,9.15%,9.15%,9.15%
83920,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Embroidery Machine Supplies > Machine Bobbins & Thread,10%,9.15%,9.15%,9.15%
41384,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Embroidery Machine Supplies > Hoops & Placement Tools,10%,9.15%,9.15%,9.15%
41386,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Embroidery Machine Supplies > Stabilizers,10%,9.15%,9.15%,9.15%
160725,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Embroidery Machine Supplies > Other Machine Embroidery,10%,9.15%,9.15%,9.15%
183196,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embroidery Cloth & Canvas > Embroidery Cloth/Fabric,10%,9.15%,9.15%,9.15%
19159,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embroidery Cloth & Canvas > Plastic Canvas,10%,9.15%,9.15%,9.15%
75566,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embroidery Cloth & Canvas > Stamped Linens,10%,9.15%,9.15%,9.15%
28144,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embroidery Floss & Thread,10%,9.15%,9.15%,9.15%
116610,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embroidery Kits > Crewel Embroidery Kits,10%,9.15%,9.15%,9.15%
34017,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embroidery Kits > Cross Stitch Kits,10%,9.15%,9.15%,9.15%
158459,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embroidery Kits > Hardanger Kits,10%,9.15%,9.15%,9.15%
3109,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embroidery Kits > Needlepoint Kits,10%,9.15%,9.15%,9.15%
160719,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embroidery Kits > Punch Needle Kits,10%,9.15%,9.15%,9.15%
183198,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embroidery Kits > Ribbon Embroidery Kits,10%,9.15%,9.15%,9.15%
28142,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embroidery Kits > Other Hand Embroidery Kits,10%,9.15%,9.15%,9.15%
183200,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embr Patterns & Magazines > Crewel Patterns,10%,9.15%,9.15%,9.15%
34032,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embr Patterns & Magazines > Cross Stitch Patterns,10%,9.15%,9.15%,9.15%
183201,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embr Patterns & Magazines > Hardanger Patterns,10%,9.15%,9.15%,9.15%
3108,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embr Patterns & Magazines > Needlepoint Patterns,10%,9.15%,9.15%,9.15%
183202,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embr Patterns & Magazines > Punch Needle Patterns,10%,9.15%,9.15%,9.15%
183203,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embr Patterns & Magazines > Ribbon Embroidery Patterns,10%,9.15%,9.15%,9.15%
183204,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embr Patterns & Magazines > Smocking Patterns,10%,9.15%,9.15%,9.15%
28143,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embr Patterns & Magazines > Other Patterns & Magazines,10%,9.15%,9.15%,9.15%
41385,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embroidery Tools & Accs > Embroidery Ribbon,10%,9.15%,9.15%,9.15%
183191,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embroidery Tools & Accs > Embroidery Scissors,10%,9.15%,9.15%,9.15%
183192,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embroidery Tools & Accs > Embroidery Thimbles,10%,9.15%,9.15%,9.15%
183193,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embroidery Tools & Accs > Hand Embroidery Bobbins,10%,9.15%,9.15%,9.15%
160721,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embroidery Tools & Accs > Hand Embroidery Hoops & Frames,10%,9.15%,9.15%,9.15%
160722,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embroidery Tools & Accs > Hand Embroidery Needles,10%,9.15%,9.15%,9.15%
183189,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embroidery Tools & Accs > Smocking Pleaters,10%,9.15%,9.15%,9.15%
183190,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embroidery Tools & Accs > Stitch Markers,10%,9.15%,9.15%,9.15%
160723,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Hand Embroidery Tools & Accs > Other Hand Embroidery Tools,10%,9.15%,9.15%,9.15%
183221,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Finished Embroidered Pieces > Finished Crewel Pieces,10%,9.15%,9.15%,9.15%
71189,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Finished Embroidered Pieces > Finished Cross Stitch Pieces,10%,9.15%,9.15%,9.15%
183222,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Finished Embroidered Pieces > Finished Hardanger Pieces,10%,9.15%,9.15%,9.15%
83946,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Finished Embroidered Pieces > Finished Needlepoint Pieces,10%,9.15%,9.15%,9.15%
183223,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Finished Embroidered Pieces > Finished Punch Needle Pieces,10%,9.15%,9.15%,9.15%
183224,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Finished Embroidered Pieces > Finished Ribbon Embr Pieces,10%,9.15%,9.15%,9.15%
183225,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Finished Embroidered Pieces > Other Embroidered Pieces,10%,9.15%,9.15%,9.15%
75567,Crafts > Needlecrafts & Yarn > Embroidery & Cross Stitch > Other Embroidery,10%,9.15%,9.15%,9.15%
183700,Crafts > Needlecrafts & Yarn > Macramé > Macramé Kits,10%,9.15%,9.15%,9.15%
183701,Crafts > Needlecrafts & Yarn > Macramé > Macramé Tools & Accs,10%,9.15%,9.15%,9.15%
183208,Crafts > Needlecrafts & Yarn > Macramé > Patterns & Instructional Media,10%,9.15%,9.15%,9.15%
28151,Crafts > Needlecrafts & Yarn > Macramé > Other Macramé,10%,9.15%,9.15%,9.15%
28148,Crafts > Needlecrafts & Yarn > Rug Making > Latch Hooking > Latch Hooking Kits,10%,9.15%,9.15%,9.15%
116677,Crafts > Needlecrafts & Yarn > Rug Making > Latch Hooking > Latch Hooking Patterns,10%,9.15%,9.15%,9.15%
116678,Crafts > Needlecrafts & Yarn > Rug Making > Latch Hooking > Latch Hooking Tools & Supplies,10%,9.15%,9.15%,9.15%
28150,Crafts > Needlecrafts & Yarn > Rug Making > Latch Hooking > Other Latch Hooking Supplies,10%,9.15%,9.15%,9.15%
157030,Crafts > Needlecrafts & Yarn > Rug Making > Primitive Hand Hooking > Primitive Hooking Kits,10%,9.15%,9.15%,9.15%
157031,Crafts > Needlecrafts & Yarn > Rug Making > Primitive Hand Hooking > Primitive Hooking Patterns,10%,9.15%,9.15%,9.15%
157032,Crafts > Needlecrafts & Yarn > Rug Making > Primitive Hand Hooking > Primitive Hooking Tools,10%,9.15%,9.15%,9.15%
157035,Crafts > Needlecrafts & Yarn > Rug Making > Primitive Hand Hooking > Other Hand Hooking Supplies,10%,9.15%,9.15%,9.15%
183227,Crafts > Needlecrafts & Yarn > Rug Making > Rug Braiding > Rug Braiding Kits,10%,9.15%,9.15%,9.15%
183228,Crafts > Needlecrafts & Yarn > Rug Making > Rug Braiding > Rug Braiding Patterns,10%,9.15%,9.15%,9.15%
183229,Crafts > Needlecrafts & Yarn > Rug Making > Rug Braiding > Rug Braiding Supplies,10%,9.15%,9.15%,9.15%
183230,Crafts > Needlecrafts & Yarn > Rug Making > Rug Braiding > Rug Braiding Tools,10%,9.15%,9.15%,9.15%
160671,Crafts > Needlecrafts & Yarn > Rug Making > Rug Braiding > Other Rug Braiding,10%,9.15%,9.15%,9.15%
160672,Crafts > Needlecrafts & Yarn > Rug Making > Other Rug Making Supplies,10%,9.15%,9.15%,9.15%
183210,Crafts > Needlecrafts & Yarn > Spinning & Felting > Felt Appliques,10%,9.15%,9.15%,9.15%
183212,Crafts > Needlecrafts & Yarn > Spinning & Felting > Needle Felting > Felting Kits,10%,9.15%,9.15%,9.15%
183213,Crafts > Needlecrafts & Yarn > Spinning & Felting > Needle Felting > Felting Mats,10%,9.15%,9.15%,9.15%
183214,Crafts > Needlecrafts & Yarn > Spinning & Felting > Needle Felting > Felting Needles & Pens,10%,9.15%,9.15%,9.15%
183215,Crafts > Needlecrafts & Yarn > Spinning & Felting > Needle Felting > Felting Patterns & Magazines,10%,9.15%,9.15%,9.15%
183216,Crafts > Needlecrafts & Yarn > Spinning & Felting > Needle Felting > Needle Felting Machines,10%,9.15%,9.15%,9.15%
183217,Crafts > Needlecrafts & Yarn > Spinning & Felting > Needle Felting > Needle Felting Molds,10%,9.15%,9.15%,9.15%
153915,Crafts > Needlecrafts & Yarn > Spinning & Felting > Needle Felting > Other Needle Felting,10%,9.15%,9.15%,9.15%
36601,Crafts > Needlecrafts & Yarn > Spinning & Felting > Roving Wool & Fibers,10%,9.15%,9.15%,9.15%
183219,Crafts > Needlecrafts & Yarn > Spinning & Felting > Spinning > Hand & Drum Carders,10%,9.15%,9.15%,9.15%
36602,Crafts > Needlecrafts & Yarn > Spinning & Felting > Spinning > Spindles,10%,9.15%,9.15%,9.15%
134624,Crafts > Needlecrafts & Yarn > Spinning & Felting > Spinning > Spinning Wheels,10%,9.15%,9.15%,9.15%
3121,Crafts > Needlecrafts & Yarn > Spinning & Felting > Spinning > Other Spinning Supplies,10%,9.15%,9.15%,9.15%
134591,Crafts > Needlecrafts & Yarn > Tatting & Lacemaking > Lacemaking Bobbins,10%,9.15%,9.15%,9.15%
134784,Crafts > Needlecrafts & Yarn > Tatting & Lacemaking > Lacemaking Shuttles,10%,9.15%,9.15%,9.15%
134592,Crafts > Needlecrafts & Yarn > Tatting & Lacemaking > Patterns & Instructional Media,10%,9.15%,9.15%,9.15%
183232,Crafts > Needlecrafts & Yarn > Tatting & Lacemaking > Tatting Lace Appliques,10%,9.15%,9.15%,9.15%
57202,Crafts > Needlecrafts & Yarn > Tatting & Lacemaking > Tatting & Lacemaking Kits,10%,9.15%,9.15%,9.15%
134590,Crafts > Needlecrafts & Yarn > Tatting & Lacemaking > Other Tatting & Lacemaking,10%,9.15%,9.15%,9.15%
57740,Crafts > Needlecrafts & Yarn > Weaving > Weaving Books & Patterns,10%,9.15%,9.15%,9.15%
57741,Crafts > Needlecrafts & Yarn > Weaving > Weaving Looms,10%,9.15%,9.15%,9.15%
3125,Crafts > Needlecrafts & Yarn > Weaving > Other Weaving Supplies,10%,9.15%,9.15%,9.15%
36589,Crafts > Needlecrafts & Yarn > Yarn,10%,9.15%,9.15%,9.15%
160715,Crafts > Needlecrafts & Yarn > Other Needlecraft Supplies,10%,9.15%,9.15%,9.15%
122662,Crafts > Scrapbooking & Paper Crafts > Cardstock,10%,9.15%,9.15%,9.15%
31737,Crafts > Scrapbooking & Paper Crafts > Vellum,10%,9.15%,9.15%,9.15%
113344,Crafts > Scrapbooking & Paper Crafts > Die Cutting & Embossing > Die Cut & Embossing Machines,10%,9.15%,9.15%,9.15%
112541,Crafts > Scrapbooking & Paper Crafts > Die Cutting & Embossing > Die Cutting Cartridges,10%,9.15%,9.15%,9.15%
166722,Crafts > Scrapbooking & Paper Crafts > Die Cutting & Embossing > Die Cutting Vinyl,10%,9.15%,9.15%,9.15%
84009,Crafts > Scrapbooking & Paper Crafts > Die Cutting & Embossing > Embossing Stencils & Folders,10%,9.15%,9.15%,9.15%
183240,Crafts > Scrapbooking & Paper Crafts > Die Cutting & Embossing > Machine Parts & Accessories,10%,9.15%,9.15%,9.15%
183241,Crafts > Scrapbooking & Paper Crafts > Die Cutting & Embossing > Other Die Cutting & Embossing,10%,9.15%,9.15%,9.15%
103482,Crafts > Scrapbooking & Paper Crafts > Instruction Books & Media,10%,9.15%,9.15%,9.15%
134594,Crafts > Scrapbooking & Paper Crafts > Paper Crafts > Card Making,10%,9.15%,9.15%,9.15%
134596,Crafts > Scrapbooking & Paper Crafts > Paper Crafts > Origami,10%,9.15%,9.15%,9.15%
134595,Crafts > Scrapbooking & Paper Crafts > Paper Crafts > Quilling,10%,9.15%,9.15%,9.15%
183243,Crafts > Scrapbooking & Paper Crafts > Paper Crafts > Other Paper Crafts,10%,9.15%,9.15%,9.15%
146403,Crafts > Scrapbooking & Paper Crafts > Pre-Made Pages & Pieces,10%,9.15%,9.15%,9.15%
103481,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Digital Scrapbooking,10%,9.15%,9.15%,9.15%
122691,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Adhesives > Dimensional Adhesives,10%,9.15%,9.15%,9.15%
183245,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Adhesives > Photo Mounting Corners,10%,9.15%,9.15%,9.15%
183246,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Adhesives > Tape Runners & Refills,10%,9.15%,9.15%,9.15%
183247,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Adhesives > Washi Tape,10%,9.15%,9.15%,9.15%
103480,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Albums & Refills > Album Corner Protectors,10%,9.15%,9.15%,9.15%
183493,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Albums & Refills > Album Extension Posts,10%,9.15%,9.15%,9.15%
33875,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Albums & Refills > Albums & Refills,10%,9.15%,9.15%,9.15%
183250,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Albums & Refills > Photo Pocket & Page Protectors,10%,9.15%,9.15%,9.15%
160733,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Embellishments > Chipboard Accents,10%,9.15%,9.15%,9.15%
83990,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Embellishments > Decorative Brads,10%,9.15%,9.15%,9.15%
183237,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Embellishments > Die Cut Shapes & Punchies,10%,9.15%,9.15%,9.15%
160732,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Embellishments > Flattened Bottle Caps,10%,9.15%,9.15%,9.15%
160734,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Embellishments > Flower Embellishments,10%,9.15%,9.15%,9.15%
31733,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Embellishments > Mini Bows,10%,9.15%,9.15%,9.15%
183238,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Embellishments > Rub-On Transfers,10%,9.15%,9.15%,9.15%
34002,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Embellishments > Scrapbooking Stickers,10%,9.15%,9.15%,9.15%
160736,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Embellishments > Mixed Lots,10%,9.15%,9.15%,9.15%
146545,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Embellishments > Other Scrapbook Embellishments,10%,9.15%,9.15%,9.15%
183234,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Tools > Cutting Templates,10%,9.15%,9.15%,9.15%
11793,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Tools > Paper Punches,10%,9.15%,9.15%,9.15%
183235,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Tools > Paper Trimmers,10%,9.15%,9.15%,9.15%
183236,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Tools > Punch & Score Boards,10%,9.15%,9.15%,9.15%
83986,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Tools > Scissors & Paper Edgers,10%,9.15%,9.15%,9.15%
103484,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Tools > Other Scrapbooking Tools,10%,9.15%,9.15%,9.15%
146401,Crafts > Scrapbooking & Paper Crafts > Scrapbooking > Scrapbooking Totes,10%,9.15%,9.15%,9.15%
11789,Crafts > Scrapbooking & Paper Crafts > Scrapbooking & Card Kits,10%,9.15%,9.15%,9.15%
75573,Crafts > Scrapbooking & Paper Crafts > Other Scrapbooking Supplies,10%,9.15%,9.15%,9.15%
3118,Crafts > Sewing > Sewing Machines & Sergers,10%,9.15%,9.15%,9.15%
41243,Crafts > Sewing > Sewing Machine Accessories > Bobbins,10%,9.15%,9.15%,9.15%
41245,Crafts > Sewing > Sewing Machine Accessories > Feet,10%,9.15%,9.15%,9.15%
41248,Crafts > Sewing > Sewing Machine Accessories > Machine Parts & Attachments,10%,9.15%,9.15%,9.15%
41247,Crafts > Sewing > Sewing Machine Accessories > Sewing Machine Needles,10%,9.15%,9.15%,9.15%
41246,Crafts > Sewing > Sewing Machine Accessories > Sewing Manuals & Instruction,10%,9.15%,9.15%,9.15%
28168,Crafts > Sewing > Sewing Machine Accessories > Other Sewing Machine Accs,10%,9.15%,9.15%,9.15%
116679,Crafts > Sewing > Quilting > Quilt Batting,10%,9.15%,9.15%,9.15%
162081,Crafts > Sewing > Quilting > Quilt Blocks & Tops,10%,9.15%,9.15%,9.15%
83959,Crafts > Sewing > Quilting > Quilt Hangers & Stands,10%,9.15%,9.15%,9.15%
83957,Crafts > Sewing > Quilting > Quilt Patterns,10%,9.15%,9.15%,9.15%
116680,Crafts > Sewing > Quilting > Quilt Templates & Stencils,10%,9.15%,9.15%,9.15%
19160,Crafts > Sewing > Quilting > Quilting Kits,10%,9.15%,9.15%,9.15%
19161,Crafts > Sewing > Quilting > Quilting Tools & Equipment,10%,9.15%,9.15%,9.15%
3110,Crafts > Sewing > Quilting > Other Quilting Supplies,10%,9.15%,9.15%,9.15%
183254,Crafts > Sewing > Closures & Connectors > Buckles & Straps,10%,9.15%,9.15%,9.15%
7320,Crafts > Sewing > Closures & Connectors > Buttons,10%,9.15%,9.15%,9.15%
183255,Crafts > Sewing > Closures & Connectors > Button Covering Machines,10%,9.15%,9.15%,9.15%
183256,Crafts > Sewing > Closures & Connectors > Eyelets,10%,9.15%,9.15%,9.15%
183257,Crafts > Sewing > Closures & Connectors > Frogs,10%,9.15%,9.15%,9.15%
183258,Crafts > Sewing > Closures & Connectors > Grommets,10%,9.15%,9.15%,9.15%
180927,Crafts > Sewing > Closures & Connectors > Hook & Loop Tape,10%,9.15%,9.15%,9.15%
183259,Crafts > Sewing > Closures & Connectors > Hooks & Eyes,10%,9.15%,9.15%,9.15%
183260,Crafts > Sewing > Closures & Connectors > Lock Ends/Cord Stoppers,10%,9.15%,9.15%,9.15%
183261,Crafts > Sewing > Closures & Connectors > Rings,10%,9.15%,9.15%,9.15%
183262,Crafts > Sewing > Closures & Connectors > Snaps,10%,9.15%,9.15%,9.15%
183263,Crafts > Sewing > Closures & Connectors > Suspender/Pacifier Clips,10%,9.15%,9.15%,9.15%
183264,Crafts > Sewing > Closures & Connectors > Toggles,10%,9.15%,9.15%,9.15%
28173,Crafts > Sewing > Closures & Connectors > Zippers,10%,9.15%,9.15%,9.15%
183266,Crafts > Sewing > Cutting Tools > Cutting Mats & Boards,10%,9.15%,9.15%,9.15%
28171,Crafts > Sewing > Cutting Tools > Dressmaker's Scissors & Shears,10%,9.15%,9.15%,9.15%
183267,Crafts > Sewing > Cutting Tools > Rotary Blades,10%,9.15%,9.15%,9.15%
183268,Crafts > Sewing > Cutting Tools > Seam Rippers,10%,9.15%,9.15%,9.15%
183269,Crafts > Sewing > Cutting Tools > Thread Snips,10%,9.15%,9.15%,9.15%
146318,Crafts > Sewing > Embellishments & Finishes > Appliques,10%,9.15%,9.15%,9.15%
183271,Crafts > Sewing > Embellishments & Finishes > Clothing Labels,10%,9.15%,9.15%,9.15%
180928,Crafts > Sewing > Embellishments & Finishes > Hem Tape & Hot Fix Applicators,10%,9.15%,9.15%,9.15%
113337,Crafts > Sewing > Embellishments & Finishes > Patches,10%,9.15%,9.15%,9.15%
71180,Crafts > Sewing > Embellishments & Finishes > Sequins,10%,9.15%,9.15%,9.15%
183272,Crafts > Sewing > Embellishments & Finishes > Tassels,10%,9.15%,9.15%,9.15%
180926,Crafts > Sewing > Embellishments & Finishes > Trims,10%,9.15%,9.15%,9.15%
183273,Crafts > Sewing > Embellishments & Finishes > Webbings,10%,9.15%,9.15%,9.15%
183275,Crafts > Sewing > Foundations & Undergarments > Bonings,10%,9.15%,9.15%,9.15%
183276,Crafts > Sewing > Foundations & Undergarments > Bra Cup Pads,10%,9.15%,9.15%,9.15%
183277,Crafts > Sewing > Foundations & Undergarments > Elastics,10%,9.15%,9.15%,9.15%
183278,Crafts > Sewing > Foundations & Undergarments > Hat Bodies,10%,9.15%,9.15%,9.15%
183279,Crafts > Sewing > Foundations & Undergarments > Hat Frames,10%,9.15%,9.15%,9.15%
183280,Crafts > Sewing > Foundations & Undergarments > Piping & Strings,10%,9.15%,9.15%,9.15%
146289,"Crafts > Sewing > Foundations & Undergarments > Purse Handles, Frames & Feet",10%,9.15%,9.15%,9.15%
